tig00000001	CP038996.1	99.985	137662	9	3	1215987	1353646	586675	724327	0.0	2.541e+05
tig00000001	CP038996.1	99.826	102692	174	4	2457390	2560079	1265190	1162502	0.0	1.886e+05
tig00000001	CP038996.1	99.681	78483	203	16	2611733	2690173	1104362	1025885	0.0	1.435e+05
tig00000001	CP038996.1	99.944	77104	36	7	402014	479114	2541614	2618713	0.0	1.421e+05
tig00000001	CP038996.1	99.712	76704	207	13	571703	648398	2719481	2796178	0.0	1.404e+05
tig00000001	CP038996.1	99.958	57639	22	2	246454	304091	2383024	2440661	0.0	1.063e+05
tig00000001	CP038996.1	99.592	53198	181	24	1118352	1171521	481307	534496	0.0	97005
tig00000001	CP038996.1	99.949	48721	24	1	2362721	2411441	1357271	1308552	0.0	89842
tig00000001	CP038996.1	99.981	48303	8	1	2239452	2287754	1482363	1434062	0.0	89153
tig00000001	CP038996.1	99.991	45781	3	1	1487795	1533575	2163055	2117276	0.0	84520
tig00000001	CP038996.1	99.890	45652	49	1	1353639	1399290	725842	771492	0.0	84025
tig00000001	CP038996.1	99.982	43372	6	1	2412506	2455875	1308554	1265183	0.0	80047
tig00000001	CP038996.1	99.634	41841	144	1	2560045	2601876	1160984	1119144	0.0	76409
tig00000001	CP038996.1	99.727	41013	93	18	687384	728386	51135	92138	0.0	75098
tig00000001	CP038996.1	99.982	39094	7	0	648399	687492	1	39094	0.0	72158
tig00000001	CP038996.1	99.534	35598	151	4	2155269	2190865	1568408	1532825	0.0	64807
tig00000001	CP038996.1	99.881	34503	19	3	1439728	1474229	2212374	2177893	0.0	63470
tig00000001	CP038996.1	99.968	34353	7	4	2740866	2775216	966221	931871	0.0	63374
tig00000001	CP038996.1	99.962	34255	4	2	1181743	1215995	550914	585161	0.0	63180
tig00000001	CP038996.1	99.941	32110	18	1	2330619	2362728	1390883	1358775	0.0	59193
tig00000001	CP038996.1	99.949	31328	15	1	46074	77401	899045	867719	0.0	57764
tig00000001	CP038996.1	99.977	30841	5	2	1583680	1614519	2062692	2031853	0.0	56916
tig00000001	CP038996.1	99.457	31320	154	10	2088236	2119548	1636315	1605005	0.0	56881
tig00000001	CP038996.1	99.006	30996	269	33	110700	141679	833164	802192	0.0	55500
tig00000001	CP038996.1	99.768	30204	68	2	539881	570084	2689281	2719482	0.0	55391
tig00000001	CP038996.1	99.203	30476	222	3	1697149	1727604	1920128	1889654	0.0	54913
tig00000001	CP038996.1	99.918	29114	15	2	211590	240703	2348169	2377273	0.0	53622
tig00000001	CP038996.1	99.960	27502	9	2	1	27502	942080	914581	0.0	50724
tig00000001	CP038996.1	99.978	26795	6	0	1614506	1641300	1991595	1964801	0.0	49452
tig00000001	CP038996.1	99.903	26704	22	4	362733	389433	2503854	2530556	0.0	49166
tig00000001	CP038996.1	99.921	26517	15	1	326118	352628	2465271	2491787	0.0	48848
tig00000001	CP038996.1	99.737	26244	67	2	2691684	2717926	1025865	999623	0.0	48082
tig00000001	CP038996.1	99.963	24559	7	2	2190904	2215461	1531280	1506723	0.0	45303
tig00000001	CP038996.1	99.181	24309	191	8	825894	850197	182082	206387	0.0	43783
tig00000001	CP038996.1	99.396	23834	140	3	776041	799870	131940	155773	0.0	43214
tig00000001	CP038996.1	99.859	22668	29	3	1003203	1025869	369323	391988	0.0	41680
tig00000001	CP038996.1	99.467	22899	118	4	1750664	1773561	1866652	1843757	0.0	41607
tig00000001	CP038996.1	99.991	22478	2	0	2215462	2237939	1504831	1482354	0.0	41500
tig00000001	CP038996.1	100.000	21538	0	0	518345	539882	2665962	2687499	0.0	39774
tig00000001	CP038996.1	99.745	20805	44	9	978993	999793	346921	367720	0.0	38117
tig00000001	CP038996.1	99.444	20321	109	4	2067908	2088225	1656607	1636288	0.0	36897
tig00000001	CP038996.1	99.350	19391	121	5	747133	766520	101621	121009	0.0	35107
tig00000001	CP038996.1	99.995	18620	1	0	1533572	1552191	2115388	2096769	0.0	34380
tig00000001	CP038996.1	97.348	19418	493	4	1729021	1748437	1889656	1870260	0.0	32987
tig00000001	CP038996.1	99.952	16795	8	0	193756	210550	2331383	2348177	0.0	30973
tig00000001	CP038996.1	99.946	16713	7	2	1058409	1075120	430382	447093	0.0	30812
tig00000001	CP038996.1	99.994	16603	1	0	1555635	1572237	2094042	2077440	0.0	30655
tig00000001	CP038996.1	99.499	15984	63	6	801101	817070	157405	173385	0.0	29058
tig00000001	CP038996.1	99.944	14378	6	2	1903297	1917672	1722025	1707648	0.0	26506
tig00000001	CP038996.1	94.783	16600	815	45	946549	963121	314340	330915	0.0	25809
tig00000001	CP038996.1	99.979	13956	3	0	2287747	2301702	1432547	1418592	0.0	25756
tig00000001	CP038996.1	97.400	14618	364	14	1811885	1826498	1806797	1792192	0.0	24875
tig00000001	CP038996.1	99.423	13697	51	3	2317010	2330706	1404345	1390677	0.0	24831
tig00000001	CP038996.1	99.888	13358	9	2	1474445	1487802	2177921	2164570	0.0	24580
tig00000001	CP038996.1	99.864	13262	16	2	1075121	1088381	449784	463044	0.0	24389
tig00000001	CP038996.1	99.707	13300	37	2	479032	492329	2618875	2632174	0.0	24343
tig00000001	CP038996.1	98.884	13622	141	8	2136212	2149827	1583072	1569456	0.0	24303
tig00000001	CP038996.1	98.658	13415	174	6	1798475	1811886	1821990	1808579	0.0	23771
tig00000001	CP038996.1	99.844	12782	8	5	1036610	1049387	404198	416971	0.0	23483
tig00000001	CP038996.1	99.921	12732	10	0	179627	192358	2214055	2226786	0.0	23457
tig00000001	CP038996.1	99.702	12426	37	0	77530	89955	867743	855318	0.0	22742
tig00000001	CP038996.1	97.301	12968	312	26	1410875	1423831	783414	796354	0.0	21974
tig00000001	CP038996.1	99.298	12116	84	1	1088374	1100488	464369	476484	0.0	21902
tig00000001	CP038996.1	96.910	12944	370	20	1410897	1423831	2304309	2291387	0.0	21660
tig00000001	CP038996.1	99.543	11806	50	3	1673658	1685461	1943770	1931967	0.0	21499
tig00000001	CP038996.1	99.667	11700	34	4	352623	364319	2493466	2505163	0.0	21385
tig00000001	CP038996.1	99.983	11452	2	0	1572230	1583681	2075925	2064474	0.0	21139
tig00000001	CP038996.1	99.912	11387	7	1	33174	44560	910420	899037	0.0	20969
tig00000001	CP038996.1	99.555	11466	48	3	1775076	1786540	1843764	1832301	0.0	20888
tig00000001	CP038996.1	98.363	11486	178	7	1685450	1696933	1931856	1920379	0.0	20160
tig00000001	CP038996.1	99.262	10704	73	4	1025860	1036558	393501	404203	0.0	19326
tig00000001	CP038996.1	99.932	10362	7	0	2305204	2315565	1414721	1404360	0.0	19097
tig00000001	CP038996.1	99.254	10315	73	4	872433	882744	224004	234317	0.0	18619
tig00000001	CP038996.1	98.574	9818	127	11	1641293	1651101	1963286	1953473	0.0	17343
tig00000001	CP038996.1	99.861	9362	12	1	2002946	2012307	1677068	1667708	0.0	17215
tig00000001	CP038996.1	99.925	9328	5	1	308877	318204	2446386	2455711	0.0	17186
tig00000001	CP038996.1	99.957	9279	4	0	2719452	2728730	997153	987875	0.0	17114
tig00000001	CP038996.1	99.731	9308	24	1	736207	745514	92316	101622	0.0	17049
tig00000001	CP038996.1	99.856	9027	11	2	1879311	1888337	1743597	1734573	0.0	16596
tig00000001	CP038996.1	98.754	9233	106	2	968709	977932	337695	346927	0.0	16404
tig00000001	CP038996.1	95.314	10201	457	20	1848531	1858724	1775415	1765229	0.0	16172
tig00000001	CP038996.1	98.212	9172	152	9	1788159	1797323	1832302	1823136	0.0	16018
tig00000001	CP038996.1	99.914	8167	7	0	392333	400499	2533455	2541621	0.0	15043
tig00000001	CP038996.1	99.900	7968	8	0	318159	326126	2455790	2463757	0.0	14670
tig00000001	CP038996.1	99.381	7922	48	1	850198	858118	208279	216200	0.0	14356
tig00000001	CP038996.1	99.268	7517	52	3	1429936	1437450	2001108	1993593	0.0	13573
tig00000001	CP038996.1	99.539	7379	27	4	817146	824523	173339	180711	0.0	13431
tig00000001	CP038996.1	99.986	7161	1	0	2601868	2609028	1117630	1110470	0.0	13219
tig00000001	CP038996.1	99.289	7174	30	3	1972433	1979586	1704872	1697700	0.0	12951
tig00000001	CP038996.1	98.274	7009	121	0	92300	99308	855456	848448	0.0	12273
tig00000001	CP038996.1	98.906	6855	53	5	1865066	1871901	1757736	1750885	0.0	12224
tig00000001	CP038996.1	99.684	6641	19	2	1410895	1417534	2018528	2011889	0.0	12146
tig00000001	CP038996.1	99.894	6592	6	1	1049384	1055974	418032	424623	0.0	12133
tig00000001	CP038996.1	99.909	6570	6	0	509065	515634	2659394	2665963	0.0	12100
tig00000001	CP038996.1	99.013	6684	59	5	2128796	2135475	1589916	1583236	0.0	11971
tig00000001	CP038996.1	98.573	6728	89	6	136089	142813	1993583	2000306	0.0	11886
tig00000001	CP038996.1	97.827	6397	133	3	1175356	1181751	543199	549590	0.0	11038
tig00000001	CP038996.1	99.382	5985	37	0	1858717	1864701	1763714	1757730	0.0	10848
tig00000001	CP038996.1	98.410	6036	96	0	1842255	1848290	1782639	1776604	0.0	10619
tig00000001	CP038996.1	98.936	5920	61	2	962795	968712	330712	336631	0.0	10582
tig00000001	CP038996.1	98.595	5838	82	0	2121899	2127736	1601543	1595706	0.0	10327
tig00000001	CP038996.1	96.253	6272	202	21	1417569	1423831	2011896	2005649	0.0	10250
tig00000001	CP038996.1	98.062	5778	110	2	1873542	1879318	1750888	1745112	0.0	10048
tig00000001	CP038996.1	99.871	5439	6	1	1997515	2002953	1685531	1680094	0.0	10004
tig00000001	CP038996.1	99.725	5458	12	3	625039	630495	2054210	2059665	0.0	9993
tig00000001	CP038996.1	99.725	5457	12	3	1586707	1592161	2778275	2772820	0.0	9991
tig00000001	CP038996.1	99.743	5449	12	2	1050493	1055940	2778276	2772829	0.0	9984
tig00000001	CP038996.1	99.652	5464	15	4	1050523	1055984	2440584	2435123	0.0	9982
tig00000001	CP038996.1	99.706	5451	12	4	625048	630496	424589	419141	0.0	9974
tig00000001	CP038996.1	99.634	5466	11	9	1586691	1592152	2440627	2435167	0.0	9974
tig00000001	CP038996.1	99.597	5462	19	3	1050481	1055940	2059679	2054219	0.0	9961
tig00000001	CP038996.1	99.561	5463	19	5	1586693	1592152	419129	424589	0.0	9950
tig00000001	CP038996.1	99.797	5420	7	4	625048	630465	2435167	2440584	0.0	9945
tig00000001	CP038996.1	99.797	5418	10	1	298598	304014	2054219	2059636	0.0	9943
tig00000001	CP038996.1	99.542	5454	21	4	298564	304014	424623	419171	0.0	9930
tig00000001	CP038996.1	99.705	5418	14	2	298598	304014	2772829	2778245	0.0	9915
tig00000001	CP038996.1	93.998	6498	384	5	1927376	1933868	2667150	2673646	0.0	9836
tig00000001	CP038996.1	99.829	5277	9	0	394688	399964	934397	929121	0.0	9696
tig00000001	CP038996.1	99.811	5278	9	1	7685	12962	2535810	2541086	0.0	9690
tig00000001	CP038996.1	96.907	5593	136	31	1431872	1437448	802192	807763	0.0	9335
tig00000001	CP038996.1	99.841	5028	8	0	1987812	1992839	1692378	1687351	0.0	9241
tig00000001	CP038996.1	99.679	4987	15	1	492321	497306	2632247	2637233	0.0	9119
tig00000001	CP038996.1	99.893	4675	4	1	304085	308759	2441723	2446396	0.0	8604
tig00000001	CP038996.1	99.976	4255	1	0	242207	246461	2377266	2381520	0.0	7853
